key,speciesKey,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,month,day,stateProvince,locality,basisOfRecord,occurrenceStatus,institutionCode,collectionCode,datasetName,datasetKey,license,recordedBy,individualCount,lifeStage,foto_url,n_fotos,clase_modelo
5935295466,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-34.820766,-70.89856,1344.0,2025-11-02T18:05:44,2025.0,11.0,2.0,Libertador General Bernardo O'Higgins,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Samuel Gonzalez Ariztia,,,https://inaturalist-open-data.s3.amazonaws.com/photos/588983893/original.jpg,2,jabali
6131558770,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.396064,-71.9028,28121.0,2025-12-25T20:35,2025.0,12.0,25.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Isidora Schorr,,,https://inaturalist-open-data.s3.amazonaws.com/photos/607548145/original.jpg,4,jabali
4519051352,7705930,Sus scrofa,"Sus scrofa domesticus Linnaeus, 1758",-39.571158,-72.00332,1676.0,2024-01-17T16:53:20,2024.0,1.0,17.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Franco Carramiñana,,,https://inaturalist-open-data.s3.amazonaws.com/photos/348772610/original.jpeg,1,jabali
4597260793,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.352446,-71.836708,28121.0,2024-01-20T21:16:48,2024.0,1.0,20.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Isidora Schorr,,,https://inaturalist-open-data.s3.amazonaws.com/photos/353828920/original.jpeg,4,jabali
4925835821,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.323077,-71.876767,28121.0,2024-07-17T19:42:41,2024.0,7.0,17.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Isidora Schorr,,,https://inaturalist-open-data.s3.amazonaws.com/photos/419803645/original.jpeg,1,jabali
4926101439,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.387221,-71.883106,28121.0,2024-07-28T03:36:22,2024.0,7.0,28.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Isidora Schorr,,,https://inaturalist-open-data.s3.amazonaws.com/photos/419806327/original.jpeg,1,jabali
4954509140,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.86379,-71.908338,8.0,2024-10-09T16:09:45,2024.0,10.0,9.0,Los Ríos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,DIEGO ARCILA,,,https://inaturalist-open-data.s3.amazonaws.com/photos/440328926/original.jpeg,1,jabali
4978596091,7705930,Sus scrofa,"Sus scrofa domesticus Linnaeus, 1758",-27.353397,-70.73975,4.0,2024-10-27T09:53:15,2024.0,10.0,27.0,Atacama,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Álvaro Parra Valdivia,,,https://inaturalist-open-data.s3.amazonaws.com/photos/445652951/original.jpeg,1,jabali
4982175825,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-46.637233,-72.360717,3.0,2024-11-07T13:45:15,2024.0,11.0,7.0,Aisén del General Carlos Ibáñez del Campo,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,pswartz05,,,https://inaturalist-open-data.s3.amazonaws.com/photos/450641131/original.jpeg,2,jabali
5063970051,7705930,Sus scrofa,"Sus scrofa domesticus Linnaeus, 1758",-39.446913,-73.20578,99.0,2024-12-29T15:09,2024.0,12.0,29.0,Los Ríos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Amelia Ryan,,,https://inaturalist-open-data.s3.amazonaws.com/photos/468710473/original.jpeg,1,jabali
4022004825,7705930,Sus scrofa,"Sus scrofa domesticus Linnaeus, 1758",-53.746925,-69.886138,16.0,2023-01-18T12:59:23,2023.0,1.0,18.0,Magallanes y Antártica Chilena,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Nodora L. Moyano,,,https://inaturalist-open-data.s3.amazonaws.com/photos/253066621/original.jpg,1,jabali
4863699742,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-39.028088,-72.330856,34638.0,2023-02-05T12:10:50,2023.0,2.0,5.0,Araucanía,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,miguel_benavente12,,,https://inaturalist-open-data.s3.amazonaws.com/photos/381216090/original.jpg,1,jabali
4402770787,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402773806,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402773808,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402775866,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402775870,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,2.0,Unknown,,0,jabali
4402775874,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402775875,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402883779,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402883789,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402888785,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402888789,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402890682,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402896640,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-16,2022.0,1.0,16.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4402896656,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403006771,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403006772,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403006778,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403007683,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-16,2022.0,1.0,16.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403007685,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403023740,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403023743,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403023747,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403023751,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403029725,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,2.0,Unknown,,0,jabali
4403029728,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403115785,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,2.0,Unknown,,0,jabali
4403115789,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403115790,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403115791,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-45.947695,-72.409179,1000.0,2022-01-31,2022.0,1.0,31.0,Región de Aysén del General Carlos Ibáñez del Campo,Parque Nacional Cerro Castillo,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403120626,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403130667,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403130669,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403130672,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403134677,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-16,2022.0,1.0,16.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403134685,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
4403134689,7705930,Sus scrofa,"Sus scrofa Linnaeus, 1758",-41.071681,-72.112139,1000.0,2022-01-04,2022.0,1.0,4.0,Región de Los Lagos,Parque Nacional Vicente Pérez Rosales,MACHINE_OBSERVATION,PRESENT,Corporación Nacional Forestal (CONAF),Fotomonitoreo,,9f7ed5a4-f73a-4d74-b0be-cef5bd700a37,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,1.0,Unknown,,0,jabali
