key,speciesKey,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,month,day,stateProvince,locality,basisOfRecord,occurrenceStatus,institutionCode,collectionCode,datasetName,datasetKey,license,recordedBy,individualCount,lifeStage,foto_url,n_fotos,clase_modelo
4901434936,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-41.338827,-72.985522,4038.0,2023-11-21T13:45:15,2023.0,11.0,21.0,Los Lagos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Fabian Klimm,,,https://inaturalist-open-data.s3.amazonaws.com/photos/336335492/original.jpeg,3,rata_gris
5938415657,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-31.808347,-70.949203,60.0,2023-11-26T08:37:13,2023.0,11.0,26.0,Coquimbo,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Víctor Sarabia Sánchez,,,https://inaturalist-open-data.s3.amazonaws.com/photos/337627496/original.jpg,1,rata_gris
4145641427,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-39.81999,-73.234475,202.0,2022-04-29T15:32:37,2022.0,4.0,29.0,Los Ríos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Pablo Silva,,,https://inaturalist-open-data.s3.amazonaws.com/photos/191953588/original.jpeg,1,rata_gris
6195075304,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-32.796327,-71.17679,,2022-08-04,2022.0,8.0,4.0,,,MATERIAL_SAMPLE,PRESENT,,,,257323b3-7c99-4f37-9591-4f9bb0760b54,http://creativecommons.org/licenses/by/4.0/legalcode,Anglo American,,,,0,rata_gris
6195075352,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-32.779667,-71.199677,,2022-08-04,2022.0,8.0,4.0,,,MATERIAL_SAMPLE,PRESENT,,,,257323b3-7c99-4f37-9591-4f9bb0760b54,http://creativecommons.org/licenses/by/4.0/legalcode,Anglo American,,,,0,rata_gris
3032114766,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-42.497794,-73.825889,4.0,2021-01-24T19:02,2021.0,1.0,24.0,Los Lagos,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,martinoli,,,https://inaturalist-open-data.s3.amazonaws.com/photos/111084126/original.jpg,3,rata_gris
3079538126,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.702206,-71.202965,,2021-02-13T17:56:06,2021.0,2.0,13.0,Región Metropolitana de Santiago,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Darío De la Fuente,,Adult,https://inaturalist-open-data.s3.amazonaws.com/photos/114686883/original.jpeg,1,rata_gris
3079564975,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.785833,-71.2425,,2020-03-09T12:33:48,2020.0,3.0,9.0,Región Metropolitana de Santiago,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by/4.0/legalcode,Darío De la Fuente,,,https://inaturalist-open-data.s3.amazonaws.com/photos/96657358/original.jpeg,1,rata_gris
2873861556,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.953366,-71.044309,34.0,2020-09-29T20:09:39,2020.0,9.0,29.0,Región Metropolitana de Santiago,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Pablo Pinto,,,https://inaturalist-open-data.s3.amazonaws.com/photos/98096693/original.jpeg,1,rata_gris
3314159166,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-36.849326,-73.114268,192.0,2019-06-22T16:18Z,2019.0,6.0,22.0,Bío-Bío,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paola Salazar,,,https://inaturalist-open-data.s3.amazonaws.com/photos/138062902/original.jpeg,1,rata_gris
3989369902,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-19.006035,-69.823457,10.0,2013-03-22,2013.0,3.0,22.0,Arica y Parinacota,Camarones,HUMAN_OBSERVATION,PRESENT,Universidad de Chile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,Universidad de Chile,,,,0,rata_gris
3989369908,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-18.417607,-70.110306,10.0,2013-03-26,2013.0,3.0,26.0,Arica y Parinacota,Rosario,HUMAN_OBSERVATION,PRESENT,Universidad de Chile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,Universidad de Chile,,,,0,rata_gris
3989369904,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-19.004551,-69.825768,10.0,2012-10-05,2012.0,10.0,5.0,Arica y Parinacota,Camarones,HUMAN_OBSERVATION,PRESENT,Universidad de Chile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,Universidad de Chile,,,,0,rata_gris
3989369906,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-19.000652,-69.82877,10.0,2012-10-04,2012.0,10.0,4.0,Arica y Parinacota,Camarones,HUMAN_OBSERVATION,PRESENT,Universidad de Chile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,Universidad de Chile,,,,0,rata_gris
3989369910,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-18.417607,-70.110306,10.0,2012-10-02,2012.0,10.0,2.0,Arica y Parinacota,Rosario,HUMAN_OBSERVATION,PRESENT,Universidad de Chile,,Estudio de la biodiversidad de Arica y Parinacota,16c3a9d0-89ca-48dc-9a43-cdd80a3c355a,http://creativecommons.org/licenses/by/4.0/legalcode,Universidad de Chile,,,,0,rata_gris
4936185526,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-32.938142,-71.029056,1579.0,2010-10-31,2010.0,10.0,31.0,Región Metropolitana de Santiago,,HUMAN_OBSERVATION,PRESENT,iNaturalist,Observations,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Cesar Ormazabal,,,https://inaturalist-open-data.s3.amazonaws.com/photos/275678944/original.jpeg,2,rata_gris
5099615478,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-33.403617,-70.48355,,2009-03-31,2009.0,3.0,31.0,Santiago Metropolitan,"San Carlos de Apoquindo; Web 1, Santiago",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099602654,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-37.341931,-72.932483,,2009-07-09,2009.0,7.0,9.0,Bio-Bio,"SR1, Santa Juana",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
5099608308,2439261,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)",-37.341931,-72.932483,,2009-07-05,2009.0,7.0,5.0,,"Bio-Bio Concepcion, SR1 Santa Juana",PRESERVED_SPECIMEN,PRESENT,MSB,Mammalogy,,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Collector(s): Chile Hantavirus Project,,,,0,rata_gris
